,merchant_abn,tags,take_rate,type,Total Revenue,Total Sales,Merchant Fraud,Consumer Fraud,Median Family Income,avg(seasonal_sales),avg(original_sales),Average Household Size,Unique Customers,Average Expected Revenue,Days with Sales
99,74684382790,"cable, satellite, other pay television, radio",6.4,a,19774.048971262993,178,28.50419402002021,16.409703569240722,1924.808988764045,6385.456741573034,6349.679775280898,2.458426966292135,177,4.2437461466857425,158
100,94793419942,"stationery, office supplies, printing, writing paper",1.84,c,25457.683982957347,61,28.974391863624998,12.465416967431397,2038.7377049180327,6722.593442622951,6706.186885245902,2.5098360655737704,61,4.78590481806181,56
101,72692207411,"motor vehicle supplies, new parts",6.4,a,36650.758949040915,25,29.552024197632107,13.437487306018847,1834.84,6351.948,6249.344,2.408,25,57.34798622982249,24
102,83878213821,"equipment, tool, furniture, appliance rental, leasing",1.82,c,202382.0019637473,65,30.376091044615368,13.008666954653332,1948.2,6068.761538461539,6097.872307692308,2.4523076923076923,65,33.61907845260731,63
103,50446282783,"furniture, home furnishings, equipment, manufacturers",6.74,a,9818.704892564481,61,29.721488307146856,13.19206181891486,2052.2622950819673,6952.711475409836,6951.775409836066,2.4934426229508198,60,6.618351164350686,57
104,46050001394,"lawn, garden supply outlets, including nurseries",6.11,a,82806.74948655583,41,33.321425251810105,12.116662526878452,1983.0487804878048,6362.331707317073,6233.563414634147,2.4121951219512194,41,71.22953366694375,39
105,66236596240,"tent, awning",2.43,c,29223.61072684181,24,30.788512825040886,13.188559502060976,1848.4583333333333,6462.258333333332,6535.545833333334,2.3499999999999996,24,17.827150712941776,23
106,56018978883,telecom,3.7,b,25025.551529493205,16,31.189559580329444,11.45806419631771,2215.4375,5083.650000000001,5184.468750000001,2.39375,16,34.99811364854337,16
107,86406618443,"digital goods, books, movies, music",6.56,a,51719.403223041205,1530,28.566278110505532,15.660185383462432,1961.2006535947712,6466.180261437907,6440.418496732029,2.459411764705882,1463,1.33865949156135,558
108,57699602880,"stationery, office supplies, printing, writing paper",5.96,a,2103774.6030111546,2817,28.91428994221648,12.244197235182739,1986.7564785232516,6557.826446574374,6540.97255946042,2.4626198083067092,2660,27.881740641946287,601
109,65452312369,"health, beauty spas",1.69,c,159003.789416067,887,29.024792866335027,13.654821928728277,2023.7846674182638,6682.090980834271,6688.950281848929,2.464374295377678,868,1.8549018805439799,464
110,91960562098,"computers, computer peripheral equipment, software",1.85,c,724466.2958200255,2490,30.020738558253882,15.039347585886592,1974.938955823293,6616.574056224904,6610.447991967873,2.4467469879518067,2330,3.1960146248794925,591
111,40908151498,"bicycle,",3.15,b,218710.8622187173,417,40.09383569097189,13.183337508727925,1970.074340527578,6741.687769784174,6770.4652278177455,2.4455635491606715,414,8.653389121131656,301
112,76414358676,"hobby, toy, game",1.48,c,320565.7776729676,461,28.88047849345464,12.457866501427944,1925.774403470716,6623.486334056401,6595.058351409977,2.4635574837310195,455,6.42807937867054,319
113,30864611742,shoe,4.79,b,43248.09352179894,251,31.347244799534522,14.444559909006115,1933.5338645418326,6373.830677290836,6400.372908366534,2.4617529880478095,248,4.8543315447117354,195
114,83953428830,"motor vehicle supplies, new parts",3.94,b,318013.0788667344,1203,29.558511491104756,14.13361462692426,1960.8653366583542,6508.85162094763,6522.044555278471,2.4664172901080628,1174,6.3118358009801385,507
115,86131077097,"artist supply, craft",3.41,b,357767.4096608528,585,34.732270292284575,13.523171794774736,1962.2205128205128,6457.884102564102,6435.693504273504,2.47025641025641,574,11.820914864336755,377
116,47740919232,"tent, awning",6.13,a,600724.40088883,441,30.200283480348755,12.403022567109229,1966.4149659863945,6609.132426303856,6592.0317460317465,2.4653061224489803,436,51.36942841553941,309
117,21667858163,"health, beauty spas",5.6,a,29678.348275022196,159,49.66081699566315,14.46246771470645,2046.0188679245282,6265.118238993712,6263.233962264151,2.474213836477987,159,4.297883497540389,140
118,50859331573,"florists supplies, nursery stock, flowers",6.43,a,31368.093500202845,202,45.16014028349989,14.862598014306903,1901.1287128712872,6073.258910891091,6098.517821782178,2.4485148514851485,200,4.690977047931945,173
119,58977869394,"equipment, tool, furniture, appliance rental, leasing",5.01,b,116465.07908817787,45,34.904765535629245,12.720096233723638,1897.3555555555556,6840.137777777778,6841.4911111111105,2.3955555555555557,45,72.28709073608891,44
120,86340649164,"bicycle,",3.11,b,281825.35705840064,216,40.27921686283703,12.048077259796067,2009.9166666666667,6696.8083333333325,6707.8912037037035,2.4699074074074074,215,21.4345035743314,187
121,53635885278,"lawn, garden supply outlets, including nurseries",3.61,b,38287.19793581314,223,28.43991668602165,13.858754817237616,1963.6816143497758,6389.550224215246,6376.979820627803,2.4556053811659195,223,3.8285400066986415,185
122,75783319472,"lawn, garden supply outlets, including nurseries",3.61,b,73113.01173766366,42,28.746145267133983,10.899193825448387,2136.8571428571427,6421.242857142857,6525.504761904762,2.5666666666666664,42,40.0143318627762,42
123,31861513116,"books, periodicals, newspapers",2.99,c,18578.78345832962,35,45.34994968264744,13.63268586684881,1941.6857142857143,7317.957142857141,7227.182857142857,2.4057142857142857,35,7.5044869550534035,31
124,29166700531,telecom,1.33,d,11888.695901432831,7,31.849626270691154,11.581790847408667,2197.5714285714284,7024.857142857143,7066.085714285714,2.4857142857142853,7,13.609675198775559,7
125,74116888698,"art dealers, galleries",2.65,c,34533.31061856824,13,30.704740534463745,13.167969265584112,1844.5384615384614,5905.261538461539,5874.092307692307,2.2846153846153845,13,39.91665416179462,13
126,75874457161,"hobby, toy, game",4.22,b,1157734.62877353,804,30.459498991747186,11.129407201436997,2007.039800995025,6476.729850746267,6475.293407960198,2.443283582089552,787,37.20033212508232,433
127,91803984881,"cable, satellite, other pay television, radio",5.64,a,192246.7566283392,1624,28.50615425382067,14.598125606958755,1968.0467980295566,6553.39710591133,6550.461761083745,2.4565886699507384,1558,4.074134616075834,558
128,62607401721,"tent, awning",6.26,a,2381265.6053244877,1756,30.39832321179154,12.075925626530015,1953.8382687927108,6459.78764236902,6440.497892938498,2.450284738041001,1702,52.295147520576286,569
129,84391677958,"digital goods, books, movies, music",3.84,b,62364.58049872707,1201,49.30904377829223,14.632479394709726,1962.4329725228977,6438.6058284762685,6447.010574521233,2.441715237302248,1172,0.8674108400834897,526
130,55878420190,"tent, awning",3.12,b,70094.23659881519,80,30.46079162751991,12.890395925636984,1985.425,6562.52125,6532.562500000001,2.4775,80,16.68643442057762,75
131,88475230162,"tent, awning",3.48,b,14151.25497271544,1071,30.5542460883649,15.818335095834836,1947.4080298786182,6630.652661064425,6622.773949579831,2.4496732026143784,1029,0.2702592455785144,502
132,41957730940,"artist supply, craft",2.68,c,624486.5072843592,830,29.49537031822502,13.276434878826624,1969.5867469879518,6369.562530120479,6374.49686746988,2.463614457831325,818,12.28453022050697,442
133,42309113034,"lawn, garden supply outlets, including nurseries",2.44,c,361421.7939219541,217,28.713169295256993,12.413325985478863,1937.336405529954,6089.351612903226,6011.17004608295,2.4806451612903224,216,25.505567407306497,176
134,92403716863,"books, periodicals, newspapers",4.98,b,23804.027621037687,97,50.182867559795845,13.799145421411096,1897.2371134020618,6886.270103092785,6918.77525773196,2.4505154639175255,97,5.271340730920997,91
135,61333423388,"hobby, toy, game",4.49,b,34758.92139711631,42,40.17343081263874,11.504622317537905,1758.3809523809523,7217.161904761904,7333.328571428571,2.2761904761904765,42,19.342835954418824,38
136,39929271871,"cable, satellite, other pay television, radio",3.75,b,21381.278844784923,586,28.50576756447823,14.890656885268761,1982.8703071672355,6435.638054607509,6438.320307167235,2.4455631399317403,577,0.8340820280072023,375
137,40916035557,"stationery, office supplies, printing, writing paper",2.61,c,31695.663220456256,79,28.864797582350707,13.259728929945169,1936.8481012658228,6920.062025316456,6911.993670886076,2.4316455696202532,79,6.459312900629855,74
138,18376556220,"hobby, toy, game",1.33,d,157375.79596002278,92,32.936466272797695,11.844248482323197,2036.7391304347825,6343.522826086956,6365.357608695653,2.406521739130435,91,13.40273510409305,84
139,34621449599,telecom,3.15,b,698155.1540065614,191,32.80470273173333,13.470463095294742,1952.4502617801047,6476.580104712045,6437.3298429319375,2.431937172774869,191,66.00523161134679,166
