,merchant_abn,sum(dollar_value),count(1)
528,47393015569,14011.222988330312,38
529,92482981458,89270.45720588771,38
530,29413883988,46031.63997233247,38
531,38180882926,14315.589587007209,38
532,84228395458,152020.0642406015,38
533,98395101740,21476.233919096212,38
534,90360585833,33000.95473505599,38
535,87070619541,13782.203934054833,38
536,78526643558,21573.91349499773,38
537,68015860722,14810.601198501627,38
538,67138995619,17872.55203070698,38
539,17611272180,97176.649160152,38
540,88253903277,35022.31496357727,38
541,32619416776,18073.568871916512,38
542,87284273126,17452.915995857573,39
543,29687247370,24807.185905637984,39
544,75178170066,101447.67980399082,39
545,34048570533,21690.23821953775,39
546,77909777861,38591.474666864386,39
547,41331227038,187583.5671981309,39
548,51332765081,28627.765606315195,39
549,23322235350,18224.0590360771,39
550,60152133722,15048.50722819104,40
551,71118957552,25433.521727026695,40
552,63826476372,21188.431660169063,40
553,80398579170,21637.082065596736,40
554,52351039440,13320.799012151852,40
555,38721422513,37352.3609725115,40
556,43835684204,30642.98580769752,40
557,13900607417,15338.891423882344,40
558,96809815920,16407.78234955191,40
559,10364012396,18297.594140397938,40
560,72780061668,38440.987854867635,40
561,63948652504,22570.535600563784,40
562,90739983707,27047.51379219395,40
563,54762063900,26223.912331916443,41
564,59153557367,30282.38855673993,41
565,93346068525,45315.10279823794,41
566,82225148007,26091.79197388139,41
567,32598536052,14798.445323896078,41
568,12133839110,46577.26972705368,41
569,32943566946,48634.82028876632,41
570,53747773889,45834.95296793425,41
571,22168725907,11010.954067393679,41
572,42950328371,16844.245933071445,41
573,78949485914,183688.53497385705,41
574,13606543798,20652.034205147276,41
575,71363265090,128614.75221428892,41
576,12711807314,15930.810014839924,41
577,69936752900,32421.87378918287,41
578,20774839004,50330.291698773726,42
579,54292545196,78354.81563817816,42
580,38251474462,13175.583248071282,42
581,68398369995,44272.65315174038,42
582,56738437245,36987.00881534469,42
583,32380337852,31805.033751610626,42
584,38986645707,40345.99779195584,42
585,36436872469,46944.3524223008,42
586,16019856141,20705.824745393027,42
587,27452194956,11630.532899011107,42
588,66499078575,42388.02442618017,42
589,18135911314,28446.162040305,42
590,16423528990,161679.1320991516,42
591,79485323533,16679.876131271318,42
592,90976587185,132485.01092984588,43
593,99802335254,31905.219641761323,43
594,26465868807,47953.42224279073,43
595,36662964956,21869.171451243037,43
596,43590095676,185471.68452569173,43
597,51253553943,31101.009698084898,43
598,12710873213,19830.67120584628,43
599,34322206505,14216.672869307282,43
600,49153780138,24182.31649311303,43
601,53300696557,163942.4646023067,43
602,19119901659,33784.03200837816,43
603,43838212570,328238.9937492942,43
604,30749472383,10362.75691439522,44
605,66527348775,12005.667910254964,44
606,34530907184,18101.152928862346,44
607,92935086354,23661.982782297604,44
608,87931914124,11207.890075927568,44
609,52441951858,35716.3795204377,44
610,82825632196,47594.947890556934,44
611,27580593799,41773.37713222769,44
612,56140067651,44745.45076323959,45
613,42077919948,155348.8732452446,45
614,82642449321,163633.44538548775,45
615,27573216953,17020.145024321264,45
616,46050001394,91504.61126214782,45
617,52388886012,137968.65350001978,45
618,87369323065,33605.45716662438,45
619,21263722044,193055.93261496705,45
620,80338507655,19687.44101196272,45
621,99307259953,33773.51598068848,46
622,23222608112,16382.763620096865,46
623,78150905875,19953.250946191376,46
624,30203637111,48947.20748720182,46
625,33364563448,484708.82817261346,46
626,22678591293,22196.784923575433,46
627,63796115293,18480.631957537076,46
628,61333423388,37526.55916655137,46
629,89741543872,12879.566778083576,46
630,30674020809,18395.166772039727,46
631,47694806294,25445.244519440646,47
632,73199959867,20143.795610973182,47
633,71616292306,10567.312768510312,47
634,13061606045,28615.978807857453,48
635,46471185478,80200.55190490678,48
636,17028880379,10132.066442480238,48
637,64033337945,16493.2480216182,48
638,98596134379,16336.151746725953,48
639,31263348006,40538.85872113272,49
640,70196084748,30550.89832804275,49
641,81917023918,20735.496894807427,49
642,88299699256,22328.239921212607,49
643,26482181417,24852.165677583434,49
644,14796275705,14083.390521346588,49
645,79931898050,832387.5407169975,49
646,73668345880,12182.923930548603,49
647,62743415502,23766.86769547445,49
648,32165886699,30303.727758720146,49
649,25880142934,48281.905123241704,49
650,92594285117,10607.813901773885,49
651,75783319472,85668.49231595172,49
652,35385390863,29888.51554533715,49
653,13106608471,25772.44264875621,49
654,39473654822,40351.4831775643,49
655,97296257023,49773.006032176505,49
656,25707254891,430931.46134493174,49
657,15795298692,179449.2045028662,49
658,36105696102,558682.8090007242,50
659,58977869394,129411.510380964,50
660,48185232979,40369.822446870494,50
661,35387407637,21552.14043204998,50
662,15302620892,22302.72255311535,50
663,71729809380,41928.30880080481,50
664,21437482304,15654.398780643925,50
665,99063901069,19166.604260973632,50
666,41171731175,35267.85080535192,50
667,98028977660,122701.91537068179,51
668,93543412337,31485.64387091595,51
669,95475413965,64408.972763840706,51
670,76899079409,171052.68692867088,51
671,65276790047,238866.54054322996,51
672,33806831488,26603.999096243875,51
673,86402909403,24530.353503413255,51
674,20213430114,102796.6591056025,51
675,78433042891,24125.9787524043,51
676,34430258507,13258.71093402883,51
677,66943181420,16652.16534908879,51
678,88487804108,24528.006230670355,51
679,47192976569,50490.650073205565,52
680,11590404675,876549.3708413242,52
681,67437008946,12424.093170735508,52
682,11076688542,36096.61288925997,52
683,61745157507,20510.027498015195,52
684,21804816746,70481.02588586311,52
685,73745079397,25120.367077168892,53
686,29745128769,43796.73259157894,53
687,35906534450,36629.75286492645,53
688,89687562876,44062.401823431144,53
689,82851440438,20743.083346133386,53
690,98065308169,12906.553423708987,53
691,82830773225,64200.149921068885,54
692,82882476966,18996.38681236215,54
693,99022662131,754105.4440453943,54
694,76183421494,216868.1798540649,54
695,24245553756,25341.385135552733,54
696,36300724008,120663.48413548406,54
697,90058425621,22192.81638591754,54
698,80116239104,198372.07745755021,54
699,85990355197,32013.32816431398,54
700,33587480673,148608.0874275425,54
701,77702973864,35172.40931349002,54
702,66522814831,94865.46405059067,54
703,48220830699,205626.66598948409,54
704,70498641647,91324.17681953967,54
705,33223110337,15053.009180534782,55
706,81169447736,28334.641131900935,55
707,47124041214,19483.238559001402,55
708,13066244467,41703.68199433116,55
709,47422313909,150483.40967782633,55
710,86379949294,26279.88978310091,55
711,37759101222,27411.817417543058,55
712,70214456178,46461.81866458423,55
713,41991231044,38080.64086704067,55
714,51420872378,14579.657837675632,55
715,25103945596,14150.07797946124,55
716,61812192237,45022.26544534442,55
717,56488744658,274323.82771636563,56
718,32934378210,148247.69911654675,56
719,78403451584,216500.01005988463,56
720,25704682559,43075.36292164948,56
721,66302484683,88243.30564549343,56
722,47087026221,38012.70536523687,56
723,33784872304,213282.92594647885,56
724,71376104230,41369.619238998974,56
725,93238141799,40116.0245164834,56
726,82803045102,21761.18288773399,56
727,17435313552,37699.58602360151,56
728,86744504251,174203.40818357846,56
729,78734418649,86086.48555514368,56
730,33854504524,46565.881690177885,56
731,69059526279,70009.42546696002,56
732,43458285598,27287.675407248156,56
733,37470904997,63866.45876122965,56
734,83901679234,18121.418370246123,57
735,60975088321,24822.761754265917,57
736,81325516978,11689.5265755406,57
737,25794433887,91678.07890475995,57
738,84355195068,42758.65892185305,57
739,65453072511,33577.83650000733,58
740,49368160590,35894.88263157534,58
741,16903677169,22459.34622200152,58
742,70580157002,180615.76210473746,58
743,42061762079,38702.47989659197,58
744,12847992240,17041.31486954849,58
745,45677220012,49168.322253116035,58
746,70417126663,57015.594293724935,58
747,75522897148,13987.540517531213,59
748,19894828184,15016.175223294676,59
749,25245001422,44628.56394079291,59
750,96885194635,114123.62821909465,59
751,55749740446,38462.4484100502,59
752,24462154202,40947.4877426754,59
753,12404803031,53724.48640617446,59
754,35475436187,22749.497878037735,59
755,56796074347,40109.35720310606,59
756,54400686779,55478.060764728136,59
757,19770897283,20340.923277057445,60
758,84124629080,25190.37012084815,60
759,25619276404,12982.178774753744,60
760,88040874613,526783.5139620578,60
761,43551786225,23979.39033874025,61
762,13822969155,14213.639635010915,61
763,75452980559,15676.164276959656,61
764,70783350473,30333.47076271059,61
765,41081871148,45782.8011960968,61
766,93095540883,12466.64657327688,61
767,96545108198,14981.28211668133,61
768,23867882346,23645.65609629715,61
769,74882079282,35453.97341347488,61
770,22926973508,215136.7658627738,61
771,81906511933,32493.427003454715,62
772,85881115796,54649.70520868569,62
773,41333655501,13687.333890136793,62
774,99445005261,21549.936856195956,62
775,94380689142,241562.5842277508,62
776,88079931689,46869.83634042053,62
777,33969442512,45535.52534637282,62
778,61728854460,19216.908822217276,62
779,96568074533,45098.39292799637,62
780,14570580767,46494.20615417195,62
781,63710240186,25198.303839527332,63
782,72762528640,17453.9634664503,63
783,44527459864,168550.28240571116,63
784,19468125152,84115.31079214919,63
785,76722958482,24714.049588919264,64
786,25487349674,25779.861675843833,64
787,21667845371,89993.51838200135,64
788,45601456298,47261.327482496104,64
789,53599011106,32087.894037495993,64
790,84709480584,48533.7731101152,64
791,32566134208,166385.55801967706,64
792,57230218402,16606.810528569167,65
793,31468420954,10260.20609667627,65
794,83702983188,25389.638483955412,65
795,61547674285,45301.99408802776,65
796,27014190836,101635.0488834335,65
797,95042115737,33407.859663434785,65
798,28324185214,34393.6073839818,66
799,13473158710,30692.957372048186,66
800,44780781318,48324.786109080735,66
801,16796167828,44758.33471730023,66
802,65027706740,203934.67554916325,66
803,16143938351,232842.82735693784,66
804,51906535389,44685.43627391289,66
805,15353137412,28122.771974810992,66
806,83113618128,10696.33029601521,66
807,49647278647,86844.4207020477,67
808,59039508122,812810.8354198404,67
809,74061266589,251466.56213499024,67
810,97884414539,772133.6891790023,67
811,78916025936,21015.671086215083,67
812,93732268717,39677.607134233534,67
813,72660843393,30162.659829362074,67
814,98416715677,23214.20050039988,68
815,58382897215,22355.451514858323,68
816,56191979620,165541.26537068756,68
817,11149063370,1315997.4114183316,68
818,50446282783,10748.984425530867,68
819,31595398112,26865.939108806873,68
820,72932341819,21135.15966040679,68
